id,title,writer,datetime,question,answer
2927,보통 회동시,홍간지,2022.01.08,밥값은 어느쪽애서 계산하나요?늘 궁금했습니다,초청하는 측
2926,이준석을 버리겠습니다.,준표형사형제부활가즈앗,2022.01.08,"홍준표를 지지하면서  이준석을 지지했지만 이런 정치 쇼를 보고 있으니  국민을 개돼지 취급하는  것 같아   이준석을 지지 철회합니다.문재인 위장 평화쇼 보는 것 같이윤석열은 이제 연기 들어 같고이준석  김종인이  조정하겠죠이준석은 김종인 다시 판 깔고그렇게  당선되면  숨어있던  국힘 똥파리들 공천권으로 득실 거리겠죠.,국힘은  첫 출발  대통령을 저 똥파리들이 만드는 민심은 버리고 당심 우선.. 국민의 힘은 이번 선거로 몰락해야한다..생각해보니 안철수 의원이  더  도덕성 모든면에서청렴한 것 같습니다.",그래도 아직은
2925,비리대선,가로수11,2022.01.08,역대최고 비리대선국민들이 피해자입니다손님은 불고기를 주문했는데비린내나는 잡탕밥을 갖다주는 식당주인이 어디있나요.그래서 박카스한병에 5만원인 약국이 생겨난거라고 봅니다다 은퇴했으면 나라가 잘돌아갈거 같습니다이번 대선은경제를 잘알고  정직하고  깨끗한 정치인을 뽑아야 한다고 봅니다부디 당을떠나 나라를위해  안철수후보와 뜻을 같이 해 주시기를 청합니다,당이 달라서
2924,홍준표+안철수,비제,2022.01.08,나라를 위해서는 이렇게 국가운영하는게 제일 좋을것 같습니다희망사항입니다만현실이 되길 바랍니다,당이 달라서
2923,준표형을 믿는다면..,조용히바라보는사람,2022.01.08,준표형은 자신만의 위치에서 할 수 있는 것을 히는 것일 뿐입니다 더 이상 이런 저런 요구를 하는 것은 가혹하다 생각해요. 우리는 글 한 번 읽고 끝이지만 준표형께서는 계속해서 글을 읽어보실텐데 감정이 서린 글은 그 글을 읽는 사람도 힘들게 할 수 있다는 걸 어찌들 모르십니까 후보교체가 때쓴다고 이루어 지는 문제는 아니지 않습니까ㅜㅜ  준표형을 위한다면 청문홍답에서는 자중하실 필요가 있어 보입니다..,저를 믿고 기다려 주시면
2922,정치철학 없는 윤을 도와 주실 겁니까?,홍통각하,2022.01.08, 항문이가 되어봐야 십상시에 둘러싸여 꼭두각시 노릇밖에 못합니다.  가장 큰 문제는 얘는 그냥 권력욕만 가지고 있고 정치에 대한 철학이나 생각이 없습니다.  그저 자기를 내친 문재인 정부에 대해서 승리하고 복수하여 검찰공화국 만들겠다는 의지뿐입니다. 국민을 위하거나 국가의 비전에 대한 어떤 생각이나 철학이 너무나도 없습니다. 검찰공화국이 되면 국민들도 너무 불행해질 것입니다. 반문만 외치다가 더 위험한 대한민국이 되어서는 안됩니다.  이재명도 안되지만 윤석열도 안됩니다.설사 윤석열이 대통령이 된다해도 절대 성공한 대통령이 될 수 없습니다.  그 사람의 됨됨이를 우린 이미 봤고 알 수 있습니다.   처음 그대로 백의종군 하시기를 바랍니다.,할수 있는 일은 해야 도리겠지요
2921,여가부폐지,짱구이모,2022.01.08,무대홍님께서 윤씨에게 여가부폐지 팁을 주신건 아닌지?? 윤씨 머리에선 안나왔을듯,글쎄요
2920,김종인 할배  총기가 말하다!,다시꿈꾸다,2022.01.08,정녕 하늘이 자유대한민국  포기하나!국운이 다했다!마음에 걸리네요?대표님  고견을 듣고싶네요?,자기 내쳤다고 국운 다했다?김종인씨가 국운이였나?
2919,저희에게 말씀좀 해주세요.왜  아무런 말씀이 없으세요?,w비트w,2022.01.08,윤석열 절대 뽑지 않습니다.이준석+윤석열 동반사퇴!,좀더 두고 봐야
2918,현재 인도의 최고지도자,러브코레아노,2022.01.08,나렌드라 모디에 대해서 어떻게 생각하십니까? 재작년 여름에 중국이랑 인도 거의 전면전까지 갈 위기였습니다,핵보유국끼리는 전쟁불능
2917,어찌 외롭고 힘든 길만 골라서 가십니까..,애국보수고민정,2022.01.08,26년을 희생한 당한테 배신당해도결국 당 생각상대 후보의 도 넘은 공격을 받았음에도결국은 먼저 손 내밀어 주시는어찌 외롭고 힘든 길만 골라서 가십니까..하지만 그렇기에 지금 사람들의 사랑을 받고 계신 거겠죠너무 슬프지만항상 건강하시고 홍의원님 덕분에3월9일 선거날 투표장에 나갈 수 있게 되었습니다.홍준표가 이끄는 나라에서 살아보고 싶었던 한 청년이,내팔자
2916,제 주변에는 극우보수가 많습니다,러브코레아노,2022.01.08,사람의 자질을보고 하는것이 아니라 무조껀 국민의힘 지지하는사람 많습니다 그래서 윤석열 찍는답니다 서울사람인데도 불구하고 내가 가장 존경하는 역대 한국대통령은 좌파 빨갱이들을 죽인 전두환이라고 말하는사람 많습니다,선거는 모든국민이 참여합니다
2915,저는 대한민국 21살 여성입니다.,가자가자,2022.01.08,"솔직히 이 나이에 정치인 인맥을 갖기는 매우 어렵습니다인맥이 없고 돈이 없고 권력이 없고 힘이 없는 사람은 아무리 소리쳐도 나라가 들어주지 않는걸 많이 봐왔습니다그래서 아는 정치인이 없는 나는 아무것도 할 수 없구나하며 살았습니다 물론 저절로 관심도 갖지 않게 됐죠그런데 곧 있을 대선은 제가 처음으로 하는 투표입니다그래서 살펴보다 홍준표님을 알게 됐습니다 사실 이렇게까지 저희와 소통 하실 줄 몰랐습니다 예전 홍준표님의 모습은 약간 무심하고 무섭고 호통치시고 거친분으로 보였으나, 시간이 흐를수록 많이 유해지신걸 느낍니다 신념은 가지되 주변의 목소리를 듣고 받아들이고 변화할 줄 아는 분이라고 생각합니다 물론 능력도 있으시지요홍준표님이 저희의 이야기를 들어주셔서저희는 정치인이라는 인맥이 생겼습니다멀게만 느껴졌고 바꿀 수 없을거라고 생각했던 정치라는 세계가, 어쩌면 바뀔수도 있지 않을까하는 생각이 들게 했고체념으로만 가득했던 그 세계에서, 희망을 품을 수 있게 해주셨습니다너무 감사합니다앞으로도 더 감사하고 싶습니다열심히 소통해주세요 들어주세요무관심은 나라를 망치기 충분하다는걸 느낍니다저도 계속해서 정치에 관심을 가지겠습니다꼭 건강하세요 오래오래 뵙고싶습니다", 지금은 어느분야 에서 일하든 주인공이 될수 있는 시대입니다
2914,민심에서 이긴 준표형님 당심에서 진 준표형님,러브코레아노,2022.01.08,형님이 아무리 공개적으로 지지하셔도 윤석열은 당선 안됩니다 윤석열은 도덕성 제로에다가 행정능력 제로 토론능력 제로입니다 말그대로 무능 무식 무지입니다 윤석열이 당선되면 저 형님한테 100만원 드립니다 저 목동아파트 소유자입니다 작년에 보유세 510만원 냈는데 이재명이 당선되면 6배로 증가합니다 저한테는 이재명이 최악이나 윤석열보다는 이재명이 더 좋다고 생각합니다 민심에서 윤석열을 이긴 안철수를 공개적으로 지지해주세요 형님이 못나오신다면요,당이 달라서 지금은 곤란
2913,홍카콜라 라이브장소 신경 좀  써주세요ㅠㅠㅠㅜ,Royal밀크티,2022.01.08,이번에 보니까 방송하는 장소가 너무 휑~~하더라구요ㅠㅜㅜ 그래서 다소 아쉬운 마음이 들었습니다라이브 장소 쪼금만 더 신경써주세요~~!!참고로 예전에 배현진의원님이랑 카페같은 곳에서 했던 라이브 분위기랑 패션 진짜 짱이었는데ㅎㅎ홍카 화이팅~~!!,청꿈사무실 단장 중입니다.
2912,파국을 막을 두가지 길 (꼭 읽어주시길..),하늘모모,2022.01.08,"지금 거대한 에너지가 흐르고 있습니다. 청문홍답글에도 그동안 많이 올라왔는데요, 그것은 젊은 세대의 생존본능/절박감입니다.  젊은 세대는 자기의 미래가 약탈당하고 부정당하는 위치에 있습니다. 노력하면 잘 살수 있다에서, 내가 아무리 발버둥쳐도 하층 계층에서 벗어날 수 없다는 무력/절망/박탈감입니다.  이러한 막막한 현실에 저항하고 이를 바꾸려는 에너지가 홍준표라는 개혁과 실용의 정치인을 만나서 분출된 것입니다. 그런데, 윤석열이 당심을 강박하여 이를 막아버렸습니다.  윤석열은 무능/불성실/술자리 부장님 줄세우기 리더쉽이 그 본질적인 모습으로, 젊은 세대의 절박함에 대해서 나몰라라 하고, 자신에게 줄선 조직원을 굴려서 권력을 쟁탈/남용/유지하데 특화된 사람입니다.  윤에게 가로막힌 생존욕구 에너지가 이제 안철수로 가고 있습니다. 안철수는 대중에게는 순수한 모습, 이공계 엘리트 이미지를 가지고 있습니다. 그리고 기존 구시대 행태의 전형인 윤석열과는 달리, 유순하고, 다소 답답하지만 적어도 남을 해하지 않는 이미지도 있습니다 (물론 실체는 모르겠지만).  젊은 세대의 생존욕구 에너지가 안철수에게 모이고, 장년/노년층의 정권교체 열망 에너지는 윤과 안의 단일화를 압박할 것입니다. 윤석열이 이를 거부할 방법이 없습니다. 윤이 거부하면 거부할수록 두 에너지는 안철수로 가속화할 것입니다. 그렇다면, 두 에너지가 안철수에게서 만나 폭팔할 수밖에 없습니다.   홍대표님이 윤을 만난다면, 윤석열이 이러한 현실을 정확하게 인식하도록 해주세요. 윤이 조금이라도 용기가 있다면, 받아들이고 후보직을 사퇴할 수도 있겠죠. 윤 입장에서는 홍대표님의 당선이 이/안의 당선보다 유리할 것입니다. 하지만, 윤은 홍대표님 지지를 업는다면 단일화를 통해 자신이 후보로 나설 수 있다는 일말의 미련/조직원의 아부 충동질을 거부하기 쉽지 않을 것 같습니다.   만일 홍 대표님이 그래도 당에 대한 애정/충정으로 윤석열을 포기하지 않는다면, 이 거대한 에너지 흐름이 잠시나마 지연되거나 분산될 수는 있을 것입니다.  그 결과 일부는 홍대표님으로 인해 국힘에 머물고, 일부는 안철수로 갈 것입니다.  그 결과, 어느 한 진영의 압도적인 우세 없이, 지지부진한 단일화 협상으로 시간만 보낼 것 것입니다. 그렇다면 다음 단계는… 분출구를 찾지 못한 이 생존욕구 에너지는 결국 이재명으로 갈 가능성이 크다고 봅니다.  일부는 상실감에, 자포자기에, 어차피 안될 바에는 차라리 이재명을 변화시켜보자는, 지푸라기라도 잡는 심정이, 이재명으로 모여서 분출될 것입니다. 영악한 이재명이 당연히 이러한 움직임을 이해하고 이용하지 않을 리가 없습니다.  이것은 바뀌기 힘든 미래입니다. 그리고 윤/홍/국힘의 파멸입니다.   파멸을 막을 길은 제 생각에는 두가지 길 외에는 없습니다. 이 거대한 두가지 에너지를 홍준표가 직접 모아서 분출시키는 것, 아니면, 안철수에게서 분출되도록 하는 것입니다. 즉, 홍님으로의 후보교체가 되든지, 아니면, 홍 대표님이 윤-안의 단일화를 유도하는 것입니다. 양쪽 다 기적에 가까운 길이지만, 홍준표와 함께라면 어느쪽이든 둘 다 실현 가능한 일이라고 믿고 있습니다. 더 잘 알고 계신데, 죄송합니다. 토로할 곳이 홍대표 님밖에 없습니다. 참 웃픈 드라마같은 현실입니다.",잘 읽었습니다
2911,차명진 의원님께서 김문수 지사 관련 의원님 발언에 평하셨는데요,홍토벤,2022.01.08, 1시간 3분 27초부터 1시간 15분 10초까지입니다   차명진 의원님은 꾸준히 홍준표 의원님에 대해서 지지 의사를 밝혔습니다  본인 스스로 이 영상에서 김문수 지사에게서 홍준표 의원님을 지지를 이유로 짤린 것  홍준표 의원님에 대한 도움 이야기들을 말씀하셨습니다 김문수 지사와 의원님의 SNS 말씀들 이후   김문수 지사에게 인간적으로 그러는 것이 아니고  김문수 지사가 그래도 가장 끝까지 홍준표를 옹호한 사람이다  김문수가 오해를 많이 받지만 좋은 사람이다   내주 이뤄질 홍준표 & 윤석열 회동에 대해서는 어떻게 윤석열과 같이 하느냐  그리고 이준석을 싸고 도는 것에 대해서도 불만이다  라고 정리했습니다    홍준표 의원님께서 보시라고 영상을 링크해놨습니다 ~,일리는 있지만 잡는다는 말 해석의 차이네요
2910,제가 이번 설에  5년동안 장거리 택시를 타고 고향에 가야하는데,도스토옙스키,2022.01.08,"1번택시는 택시기사가 조폭이라 무섭고 2번택시는 초보운전이라 무섭고 3번택시는 부산까지 가려면 15년정도 걸릴거같습니다. 4번택시는 타게되면 굶어죽을지도 모릅니다. 예전에 몇 번 장거리 택시를 탔었는데, 세명은 감옥을 갔고 한명은 자살을 했고 한명은 5년 내내 ''포용''포용''포용''거려서 죽을뻔했습니다.  홍기사님 이번 한번만 태워주십시오. 저도 모범택시 타고 싶습니다. 부탁입니다.",저는 출마 못합니다
2909,제가 몇일간 생각해 봤는데 ...준표형이 희생할 필요는 없다고 생각합니다.,한일B,2022.01.08,이준석도 윤석열도 안철수도 다들 지 살려고 준표형을 끌어들이려 합니다.이낙연도 마찬가지죠. 그렇담 준표형도 오로지 2027년 대선을 위해서 그리고 향후 정치적 역량을 위해서 선택하셨으면 합니다.정치가 다 그모양인데 누가 누굴 도와줍니까? 어짜피 되고 나면 팽 당하는건 똑같다고 봅니다.,국민과 나를 위해 정치합니다.
2908,"기자들과 일부 틀튜브가 가만히 계신 홍반장님을 ,,,,",순금이엄마,2022.01.07,기자들과 일부 틀튜브가 가만히 계신 홍반장님 이미지를 실추시키네요아무래도 원팀이 안되어준다는 이유로  좌파다 뭐다 그러면서  자기밖에 모르는 노역이다 이러면서 유튜브 시청자에게 선동하는거 같아 속상합니다ㅜㅜ특히 기자들이  이곳 어플리케이션  청문홍답으로  기사를 쓴걸 가지고  틀튜브가 나쁘게 해석하는 겨냥이 있는거 같습니다자기공간에서 청년들과 소통한걸  더이상 나쁘게 인용하지 않았으면  좋겠습니다,개가 짖어도
2907,준표형 뒷담화 잘 까는 사람이 있는데 뭐라고 해야될까요?,송영길,2022.01.07,ㅈㄱㄴ,개가 짖어도 기차는 간다
2906,막말로 다들 자기 정치에 혈안이 되어있는 개난장판인데 홍준표 의원님만 자기 정치하지 말고 희생해라 ?  안 되면 다 홍준표 때문?,홍토벤,2022.01.07,이게 말입니까 된장입니까,말 안되지요
2905,장준호유투브 보시나요?,청년의힘,2022.01.07,,가끔
2904,현재 터키의 최고지도자,러브코레아노,2022.01.07,에르도안에 대해서 어떻게 생각하십니까? 터키는 한국의 형제국가입니다,말 못함
2903,홍반장 님은 학벌을 보십니까?,강한대한민국,2022.01.07,아니면 사람을 보십니까?개인적으로 궁금합니다.,안봅니다
2902,윤이랑 회동 안하셨으면 합니다,Opooo1,2022.01.07,이미 대구 선대위 고문이신데 안만나셨으면 좋겠습니다.,민날일 있으면 만나야 하지만
2901,회동,군침,2022.01.07,다음주에 윤과 회동한다는데 사실입니까? 아니였으면 좋겠습니다... 만약 패배한다면 의원님한테 책임을 물을것 같고 합류를 할거면 빠르게 했어야 했습니다... 때는 이미 늦었습니다...,이미 대구 선대위 고문으로 합류 했습니다.
2900,"이준석,윤석열  이제 이거 또 하겠죠?ㅋㅋㅋㅋㅋㅋㅋㅋ",간장계란밥,2022.01.07,저번에 이-윤갈등 이후 이렇게 하고 다니면서 유세했잖아요ㅋㅋ이젠 이런 유세방식은 2번은 안먹힐거같네요ㅋㅋ,유치하다
2899,김진태 의원과의 관계,이혜민,2022.01.07,김진태 의원님과의 관계는 어떠신가요?,괜찮습니다
2898,"준표형, 저 오늘 면접 갑니다.",준표사랑개,2022.01.07,솔직히 긴장이 많이 됩니다...하지만 지난 번에 답글 달아주셨던 '정직하고 솔직하게' 잊지않고 잘해보겠습니다.감사합니다.,파이팅!
2897,자식을 키울때 가장 중요하게 생각하신것이 무엇일까요?,길라임,2022.01.07,아내를 각별히 사랑하시는 서윗남 홍대표님!!자식들또한 훌륭하게 키우셨는데 어떤것을 가장 중요하게 생각하시고 가르치셨나요?저도 제 아이들에게 홍준표님처럼 자랑스러운 부모가 되고싶어요ㅎㅎ,"약속지키는 사람, 바르게 사는 사람"
2896,안철수 15프로 찍었다,코스모스,2022.01.07,어디까지갈지,점점더 단일화 어려워 지네요
2895,무능한 대통령을 뽑을 생각하니 참,김흥국,2022.01.07,이재명이라고 유능하다고 생각하지도 않지만시정 도정도 경험이 없는 사람이 어찌 국정을 할 수 있나요?YS DJ처럼 확실한 비전을 갖고 있는 것도 아니고복잡하고 거대해진 대한민국을 운영함에 있어선 최소한 시정 경험은 있어야 하는 것 아닌지요.MB처럼 CEO로서 기업을 운영이라도 해보던가..,그래도
2894,비닐봉다리 13(길게보십시요),이구네,2022.01.07,"어제 이대표님의 장광설도 잘 보았구요홍카 유튜브도 즐겁게 잘 보았습니다. 저희 부친이 44년생이신데 굉장히 건강하십니다만, 갑자기 귀가 안좋아지시더라구요.화면에서 그런느낌이 들어서 관리잘하셔야 된다는 말씀드립니다.  이대표님과 윤후보님이 만세를 불러서 지지율은 떨어지지 않을꺼 같습니다. 어제 홍의원님이 가이드라인 제시해주었기 때문에 윤후보님이 받아들이시라 생각듭니다. 윤+유+안으로는 필패이며, 윤+홍+유+안으로 가야됩니다. 어떻게든 중앙정치에서 버티십시요 홍카라이브와 청년의 꿈이 5년간 버틸수 있는 버팀목이 될겁니다. 냉정하게 판단하시어 정권교체를 하시고 중앙정치에서 계속 활약하셨으면 합니다. 독일의 경우, 우리나라사람들은 메르켈 총리만 기억합니다. 대통령이 있는줄도 모르죠....(저도 평창올림픽에서 독일 대통령 첨 봤습니다) 총리의 역할은 내부살림이죠... 다시 우리나라가 잘 살 수 있도록 내치에 힘써주시길 바랍니다. 세계로 뻗어나갈 수 있는 4대관문 공항같은 공약은 정말 훌륭합니다. 오늘도 즐겁게 보내십시요~~^^",넓고 멀리 보고 있습니다
2893,국힘 의원들은..,JP순대,2022.01.07,"정권교체 하지 못하면 지방선거도 자기들 자리 없을거라는 생각은 못하는가요.. 윤석열이 정말 대통령을 잘 할 수 있을거라 공산당처럼 양팔을 들고 윤석열을 외쳐되는건가요... 이재명은 베네수엘라 급행열차면 윤석열은 진짜 김정은 급행 열차같습니다... 자기들 자리도 중요한데 윤석열로는 못 이긴다는 판단, 그래서 지선도 큰일일꺼라는 생각은 못할까요..답답해 죽겠습니다 정말...ㅠㅠ 그리고 아무리 공무원이 많이 늘어서 그리스로 가면 안된다해도, 소방공무원은 많이 뽑아야 하는거 아닙니까?...행정직 공무원을 줄이더라도.. 이번년도 소방 공무원은 문통 임기기간 뽑던 소방공무원의 4/1 수준으로 뽑아 버리는건 참... 우리나라는 선진국이 되지 못할 듯 합니다..",근시안
2892,용서하고응원해보려합니다,서기부자,2022.01.07,그간 윤석열후포를 증오했습니다어제의 의총 화합을 통해서 한번더 속아보려합니다 어젠 왠지모르게 자신의 언어를 말할거같은 분위기였습니다.윤이 비리로올라갔지만 준석형님의 믿음의 호소에 응햇을거라 믿습니다 그래보였습니다한번더 속으면 이젠 정말 당해체야겟지요아님 윤이 떠나는지이런 믿음 믿어도되겟지요?이걸다감내하고 지금껏인내하신거죠 준표형님,고비때마다 저는 뒤에서 수습하는 역할을 하고 있습니다.총대 메고 나서지 않는 것은 비리 수호할 자신도 없고 명분도 없을뿐더러 이당에서 27년 있으면서 늘 총대메는 역할을 했습니다만 그때마다 돌아 온건 반대편의 집중타격과 우리쪽의 방관이였습니다.질경우 모든책임을 너혼자 지라고 하는게  이당 사람들의 습성인데 그걸 뻔히 알면서도 또 십자가를 질수는 없지요.
2891,우리가 이탈리아 제치고 G7에 들어갔으면 좋겠습니다..,간장계란밥,2022.01.07,"우리랑 경제력이 비슷한 이태리가 막상 다른 선진국이나 같은 유럽국가들한테는  ""유럽의 짱X(중국 비하 멸칭)""라고 불리는것으로 알고 있습니다.그 이유는 이태리가 경제는 풍요롭지만 막상 이태리 정치가 매우 더럽고 역대 이태리 총리들이 무능력과, 온갖 비리(특히 베를루스코니)에 연루된자가 많이 나와서 그렇다고 하더라구요..우리나라도  이번에 제대로된 대통령후보가 나왔으면 이탈리아같은 g7국가가 될수있었는데 .. 지금 우리나라 대선 양당 두후보를  보자니 이탈리아처럼 전세계에 웃음거리가 될까봐 걱정되네요",G7 5만불시대
2890,지방토호세력,손반장,2022.01.07,국민의힘 지방토호세력들은 대선에 지든말든 관심 없습니다.오로지 이준석 몰아내고  지방선거  공천권을 좌지우지하기 위해 혈안입니다.정말 바퀴벌레처럼 질긴 인간들입니다.,대선지면 지선은 없는데
2889,유럽의 종주국은 어디라고 생각하세요?,간장계란밥,2022.01.07,"경제력으로만 보면 독일이지만, 전범국가 이미지가 남아있고 .. 상임이사국도 아니지만영국,프랑스는 독일보단 경제력은 떨어지지만.. 상임이사국이자 핵도 갖고 있잖아요대표님께서 보시는 유럽의 대장국가는 어디신가요?",유럽은 연합체 종주국 없음
2888,"댓글이나 온라인 커뮤니티, 유튜브의 정보들을 어떻게 받아들여야 할까요?",visionist,2022.01.07," 온라인이라는 곳이 매우 자유롭고 다양성이 보장된다는 면도 있지만,  다른 한편으로는 매우 폐쇄적이고 이념편향적이라는 정반대의 생각도 듭니다.   몇차례 댓글사건이 큰 이슈가 되었음에도 시스템 자체에는 큰 변화가 없는거 같은데  넘쳐나는 정보와 의견, 그리고 간간히 섞여있는 오류들 속에 유튜브나 온라인 커뮤니티, 댓글 같은 것들 어떻게 받아들이면 좋을까요?  이렇게 단련되다 보면 먼미래의 인류는 다른이가 뭐라고 하던 스스로 판단하는데 영향을 받지 않는 진화를 이루지 않을까 상상도 해봅니다.  그럼 밴드왜건이나 군중심리 같은 단어는 사라지겠죠 ^^",틀튜브 만 빼고
2887,정치는 쇼...,비제,2022.01.07,보여지는 것만 봐서도 안되고보이는게 다라고 생각해서도 안되고목적위해한수 물리기도 했다가치는척 하기도 했다가정치천재들과정치둔재들이무대에서 실컷 놀고 있네요국민들의 가슴은타들어만 가고....,쇼로 성공한 문통도 있어요
2886,홍의원님 조언대로 윤석열이 이준석과 화해했네요,윤재앙,2022.01.07,그럼 윤후보님도 응원해주세요,뒤에서 돕고 있어요
2885,이준석은 대선승리 싫은가 봅니다,w비트w,2022.01.07,"이랬다,저랬다 그러더니 화해? 정치는 쇼?(헷갈리게하네요.노답)윤석열로 분명 안되는거 더 잘 알텐데 화해하고 대선승리를 바란다? 당을 위 하고,국민을 위한다면 윤석열과 동반 사퇴해야 한다고 봅니다.형님께서 윤후보 지지한다 해도 안뽑을 판국에 이 대표가 지지한들 뽑게습니까?저는 온니 훙준표로 시작해서 홍준표로 인생마감할 생각임.동반사퇴 해야한다고 내 그래생각 합니다.",그래도
2884,정말 대한민국은 국운이없는것일까요,구포역,2022.01.07,지금도 이해가안되는것이 깜냥도안되는 위인들이 당심이라는미명하에 이렇게 흠이많은 후보들이 대권후보자가대는것이 정말 이해가안됩니다 왜 대한민국 에 많고많은 지도자감 인재들이있는대도 불구하고 말도안되는 후보들이  대표주자가되는것이 참답답합니다 어느정치인 한탄처럼 정말 대한민국은 국운이없는것일까요 물어보고싶네요~~~,당원들이 합심해 정권교체
2883,청년들이 알고 있는 것.... vs  해야 하는 것....,민심은홍심!,2022.01.07,그 어떤 정치쇼로도 해결이 안되는 이유 입니다!본부장과 파리떼들의 일보 후퇴 위장 쇼에...조오타~ 할 바보들이 누구입니까?정신줄 놓으면... 이렇게 됩니다...ㅠ,그래도
2882,종종 방송켜주세요!!,개복치,2022.01.07,ㅎㅎ,알겠습니다
2881,요즘 문과는 답이 없는 것 같습니다.,뚱이에요,2022.01.07,"서울대 연고대여도철학과 경제학과 정외과 심리학과 등등답이 없답니다.대기업 취업도 어렵고..의료계(의치한)나 컴퓨터공학, 전자공학이 답인거같네요.",기술시대
2880,청꿈에서 강퇴 당할 맘으로 글씁니다... 형수욕설 관련,좋아해홍,2022.01.07,지난 경기도지사 선거때 김영환의원이 형수욕설에 대해서 문제삼아 이슈가 돼서  관심가진적이 있었습니다...그때는 정말 이재명후보가 문제가 많은 사람이라고 생각했는데... 오늘 이재명지사 가족이 나와서 인터뷰하는거 듣고 관련자료를 찾아보니...저라도 형수한테 쌍욕을 했을꺼 같더라구요... 다른건 몰라도 국민의힘에서는 형수욕설에 대해서는 공격할만한게 못된다고 생각이듭니다... 벌써 십여전에 벌어진 일이고 그전에도 성남시민들 사이에서는 널리 알려진 사건이었더라구요...성남시민 경기도민 모두 그사건을 인지한상태였고 그분들도 다 사건의 전말을 알게돼서 다시 이재명후보한테 표를 행사한거 같더라구요... 강성보수분들한테는 통할지 몰라도 어느정도 생각이 있는 유권자들한테는 형수욕설에 대해서 그다지 먹혀들지 않을꺼 같습니다... 이재명 후보한테는 공격거리가 많습니다...형수욕설 만큼은 공격은 안하는게 오히려 국민의힘에 유리할듯 보입니다...,그런의견도 있지만
2879,아내가 가장 예뻐보일때가 언제세요?,길라임,2022.01.07,아내가 가장 사랑스러울때 쓰는 말이 경상도에서는 각시라고 하시면서평소 이순삼 여사님을 각시라고 표현하시는걸 볼때마다괜히 설레기도 하고 참 따뜻한 마음이 듭니다🥰이순삼 여사님이 가장 예쁘고 사랑스러워 보이는 순간은 언제이신가요?!,늘
2878,꼭 읽어주세요!!!! 준표형 다음대선을위해,피치,2022.01.07,"어제 라이브에서 준표형님 다음대선을 위한 다음 스탭을 고민중이라고 하셨잖아요.제가 생각해본바로는 두가지가 있습니다.1. 전라북도 도지사 & 전라남도 도지사사모님 전북무안출신이시고, 준표형 광주에서 검사생활도 하셨고, 목포에서 조직폭력배 일제소탕도 하셨구요.전에 새누리당에서 이정현의원님께서 보수정당최초 호남지방 국회의원이 되었는데.준표형님께서 호남지방 최초 보수 도지사되셔서 호남발전시켜주시고 차기대선에서 호남과 청년지지층 바탕으로 대선 준비하시면 좋을거 같아요.2. 경기도지사차베스가 망쳐놓은 경기도를 준표형이 살리는 거죠.물로 특별한 연고가 없는게 흠이긴 한데....서울 오세훈시장, 인천 안상수시장, 경기 준표형도지사로 인구 총 2500만 수도권을 보수의 텃밭화 하는 것이 좋을거 같다고 생각해서 경기도지사 추천드립니다.+ 김문수같은 사람 또 나와서 보수당 이미지 망가뜨리는거 방지하는 기능도 있지요.이상 준표형님 다음 대선을 위한 두가지 방향인데 어떻게 생각하시는지요?",현실화 되기 불가능
2877,김형오가 윤후보한테 조언을 했다는데요.,간장계란밥,2022.01.07,김형오 발언에 대해 어떻게 생각하시는지요?https://n.news.naver.com/article/029/0002714833,손잡고 있어요
2876,박수영의원님이 홍준표의원님 선거돕는건 시간문제라고 하던데,유디트,2022.01.07,정말 도우실생각있으신가요,참 방자 하다.나는 이미 뒤에서 돕고 있다.아무런 내용도 모르는 사람이 함부로 말하니
2875,우리후보 우리후보  감싸지마셔요,청년의힘,2022.01.07,잘못된건 따끔하게혼내야됩니다,혼낼때는 내고 감쌀때는 감싸고
2874,준표형님이 안나오신다면 어쩔수없이 무조껀 안철수,러브코레아노,2022.01.07,https://news.v.daum.net/v/20220106142355870,아직은
2873,앞으로 보수에선 정치초짜. 본인비리가 완전히 해결되지않는 사람이 대선한다고 나오지 않았으면 좋겠습니다..,간장계란밥,2022.01.07,"요새 매일 살얼음 걷고, 피말리는 기분이네요 ㅜ.ㅜ",당원들이 깨어니야
2872,이것 사실입니까?,러브코레아노,2022.01.07,https://news.v.daum.net/v/20220107071003924,모두 팩트입니다
2871,윤씨가 아내 김건희는 형사처벌 대상 아니랍니다,감사합니다,2022.01.07,주가조작..  등등등등등너무 너무 조작 거짓 이 많은데.....이야... ㅎㅎ 할말이 없습니다....이에 어찌 생각 하시나요?,남편이니까
2870,안철수 지지선언 한번만 부탁드립니다,오마이걸,2022.01.07,어차피 3석정당이라 합당할수밖에 없어서 안철수가 당선되면 같은 당입니다2030에서의 영향력이 이미 이준석보다 홍 의원님이 더 높다고 봅니다이준석이 홍 후보님과의 악연 때문에 후보교체 안하는거같아 괘씸합니다,해당행위
2869,홍카콜라 라이브는 매주 정기적으로 진행되는건가요?,홍토벤,2022.01.07,불정기적으로 방송 때마다 공지로 올리시나요,그래요
2868,당 대표가 나경원이 되어야했을까요?,홍토벤,2022.01.07,이준석과 나경원 주호영 의원 3파전에서이준석이 당 대표가 되면서 우려와 기대가많았습니다 당시 나경원 의원이 당 대표가 되었더라면지금보다 나은 형국이었다고 보시나요아니면 별반 다를 것 없었을거라고 보시나요,글쎄요
